02:30:03

=== Loading experiment [device: cpu] ===

{'action_noise': None,
 'action_noise_scale': 0.1,
 'action_repeat': 3,
 'batch_size': 50,
 'context_length': 7,
 'coverage': False,
 'ensemble_size': 25,
 'env_name': 'SparseMountainCar',
 'epsilon': 1e-08,
 'expl_scale': 1.0,
 'expl_strategy': 'information',
 'grad_clip_norm': 1000,
 'hidden_size': 200,
 'learning_rate': 0.001,
 'logdir': 'mountain_car',
 'max_episode_len': 500,
 'n_candidates': 500,
 'n_episodes': 50,
 'n_seed_episodes': 1,
 'n_train_epochs': 100,
 'optimisation_iters': 5,
 'plan_horizon': 30,
 'record_every': None,
 'reward_scale': 1.0,
 'seed': 0,
 'strategy': 'information',
 'top_candidates': 50,
 'use_exploration': True,
 'use_mean': False,
 'use_reward': True}
Low-level transition added: state=[-0.58912799  0.        ], goal=[-0.59151131 -0.00118726], action=[-0.59198356], reward=0, next_state=[-0.59151131 -0.00118726], next_goal=[-0.59151131 -0.00118726]
Low-level transition added: state=[-0.36228559  0.01898802], goal=[-0.3180505   0.01252105], action=[-0.59146327], reward=0, next_state=[-0.3180505   0.01252105], next_goal=[-0.3180505   0.01252105]
Low-level transition added: state=[-0.3180505   0.01252105], goal=[-0.28941726  0.00799438], action=[0.00021574], reward=0, next_state=[-0.28941726  0.00799438], next_goal=[-0.28941726  0.00799438]
Low-level transition added: state=[-0.28941726  0.00799438], goal=[-0.27074868  0.0052995 ], action=[0.50377905], reward=0, next_state=[-0.27074868  0.0052995 ], next_goal=[-0.27074868  0.0052995 ]
Low-level transition added: state=[-0.27074868  0.0052995 ], goal=[-0.26040938  0.0024988 ], action=[0.5387255], reward=0, next_state=[-0.26040938  0.0024988 ], next_goal=[-0.26040938  0.0024988 ]
Low-level transition added: state=[-0.26040938  0.0024988 ], goal=[-0.26310832 -0.00259861], action=[0.05147984], reward=0, next_state=[-0.26310832 -0.00259861], next_goal=[-0.26310832 -0.00259861]
Low-level transition added: state=[-0.26310832 -0.00259861], goal=[-0.27831142 -0.00627818], action=[0.34091493], reward=0, next_state=[-0.27831142 -0.00627818], next_goal=[-0.27831142 -0.00627818]
Low-level transition added: state=[-0.27831142 -0.00627818], goal=[-0.30146819 -0.00839746], action=[0.6204034], reward=0, next_state=[-0.30146819 -0.00839746], next_goal=[-0.30146819 -0.00839746]
Low-level transition added: state=[-0.30146819 -0.00839746], goal=[-0.33813417 -0.01406592], action=[-0.27350214], reward=0, next_state=[-0.33813417 -0.01406592], next_goal=[-0.33813417 -0.01406592]
Low-level transition added: state=[-0.33813417 -0.01406592], goal=[-0.38013185 -0.01387409], action=[0.8618394], reward=0, next_state=[-0.38013185 -0.01387409], next_goal=[-0.38013185 -0.01387409]
Low-level transition added: state=[-0.38013185 -0.01387409], goal=[-0.43376356 -0.01976089], action=[-0.6896135], reward=0, next_state=[-0.43376356 -0.01976089], next_goal=[-0.43376356 -0.01976089]
Low-level transition added: state=[-0.43376356 -0.01976089], goal=[-0.49365748 -0.01991998], action=[0.3109649], reward=0, next_state=[-0.49365748 -0.01991998], next_goal=[-0.49365748 -0.01991998]
Low-level transition added: state=[-0.49365748 -0.01991998], goal=[-0.5524158  -0.01927125], action=[0.194903], reward=0, next_state=[-0.5524158  -0.01927125], next_goal=[-0.5524158  -0.01927125]
Low-level transition added: state=[-0.5524158  -0.01927125], goal=[-0.60380252 -0.01592611], action=[0.5106793], reward=0, next_state=[-0.60380252 -0.01592611], next_goal=[-0.60380252 -0.01592611]
Low-level transition added: state=[-0.60380252 -0.01592611], goal=[-0.64820482 -0.01412922], action=[-0.07107532], reward=0, next_state=[-0.64820482 -0.01412922], next_goal=[-0.64820482 -0.01412922]
Low-level transition added: state=[-0.64820482 -0.01412922], goal=[-0.68617108 -0.01182877], action=[-0.15800284], reward=0, next_state=[-0.68617108 -0.01182877], next_goal=[-0.68617108 -0.01182877]
Low-level transition added: state=[-0.68617108 -0.01182877], goal=[-0.72234889 -0.01209634], action=[-0.8927136], reward=0, next_state=[-0.72234889 -0.01209634], next_goal=[-0.72234889 -0.01209634]
Low-level transition added: state=[-0.72234889 -0.01209634], goal=[-0.7455409  -0.00549393], action=[0.49375638], reward=0, next_state=[-0.7455409  -0.00549393], next_goal=[-0.7455409  -0.00549393]
Low-level transition added: state=[-0.7455409  -0.00549393], goal=[-0.74856105  0.00124942], action=[0.459182], reward=0, next_state=[-0.74856105  0.00124942], next_goal=[-0.74856105  0.00124942]
Low-level transition added: state=[-0.74856105  0.00124942], goal=[-0.72665252  0.01029508], action=[0.989739], reward=0, next_state=[-0.72665252  0.01029508], next_goal=[-0.72665252  0.01029508]
Low-level transition added: state=[-0.72665252  0.01029508], goal=[-0.69424689  0.01098797], action=[-0.75510967], reward=0, next_state=[-0.69424689  0.01098797], next_goal=[-0.69424689  0.01098797]
Low-level transition added: state=[-0.69424689  0.01098797], goal=[-0.66137636  0.01086807], action=[-0.79440254], reward=0, next_state=[-0.66137636  0.01086807], next_goal=[-0.66137636  0.01086807]
Low-level transition added: state=[-0.66137636  0.01086807], goal=[-0.62215851  0.01408725], action=[0.1033869], reward=0, next_state=[-0.62215851  0.01408725], next_goal=[-0.62215851  0.01408725]
Low-level transition added: state=[-0.62215851  0.01408725], goal=[-0.57533983  0.0162547 ], action=[0.06928875], reward=0, next_state=[-0.57533983  0.0162547 ], next_goal=[-0.57533983  0.0162547 ]
Low-level transition added: state=[-0.57533983  0.0162547 ], goal=[-0.52827024  0.015289  ], action=[-0.39310473], reward=0, next_state=[-0.52827024  0.015289  ], next_goal=[-0.52827024  0.015289  ]
Low-level transition added: state=[-0.52827024  0.015289  ], goal=[-0.48204282  0.01535353], action=[0.06810224], reward=0, next_state=[-0.48204282  0.01535353], next_goal=[-0.48204282  0.01535353]
Low-level transition added: state=[-0.48204282  0.01535353], goal=[-0.4325059   0.01697145], action=[0.64660954], reward=0, next_state=[-0.4325059   0.01697145], next_goal=[-0.4325059   0.01697145]
Low-level transition added: state=[-0.4325059   0.01697145], goal=[-0.38897637  0.01317097], action=[-0.32150286], reward=0, next_state=[-0.38897637  0.01317097], next_goal=[-0.38897637  0.01317097]
Low-level transition added: state=[-0.38897637  0.01317097], goal=[-0.36406006  0.00580762], action=[-0.93601567], reward=0, next_state=[-0.36406006  0.00580762], next_goal=[-0.36406006  0.00580762]
Low-level transition added: state=[-0.36406006  0.00580762], goal=[-0.35025949  0.00396399], action=[0.38002717], reward=0, next_state=[-0.35025949  0.00396399], next_goal=[-0.35025949  0.00396399]
Low-level transition added: state=[-0.35025949  0.00396399], goal=[-0.34935649 -0.00153842], action=[-0.38798496], reward=0, next_state=[-0.34935649 -0.00153842], next_goal=[-0.34935649 -0.00153842]
Low-level transition added: state=[-0.34935649 -0.00153842], goal=[-0.35318813 -0.00203773], action=[0.6617474], reward=0, next_state=[-0.35318813 -0.00203773], next_goal=[-0.35318813 -0.00203773]
Episode 1/1 complete.

Collected seeds: [1 episodes | 167 frames]

=== Episode 1 ===
Training on [167/501] data points
